,ori,data_year,offense,state_abbr,cleared,actual
12,TX0040200,2012,property-crime,TX,101,515
13,TX0050000,2012,property-crime,TX,5,72
14,TX0050100,2012,property-crime,TX,2,9
15,TX0050200,2012,property-crime,TX,2,15
16,TX0060000,2012,property-crime,TX,20,28
17,TX0070000,2012,property-crime,TX,27,492
18,TX0070100,2012,property-crime,TX,6,126
19,TX0070200,2012,property-crime,TX,81,528
0,TX0010000,2013,property-crime,TX,126,462
1,TX0010100,2013,property-crime,TX,101,1107
2,TX0010300,2013,property-crime,TX,2,47
3,TX0020000,2013,property-crime,TX,10,98
4,TX0020100,2013,property-crime,TX,45,321
5,TX0030000,2013,property-crime,TX,23,826
6,TX0030100,2013,property-crime,TX,40,75
7,TX0030200,2013,property-crime,TX,12,44
8,TX0030400,2013,property-crime,TX,598,1925
9,TX0031300,2013,property-crime,TX,6,86
10,TX0040000,2013,property-crime,TX,44,361
11,TX0040100,2013,property-crime,TX,118,467
12,TX0040200,2013,property-crime,TX,115,596
13,TX0041000,2013,property-crime,TX,1,55
14,TX0050000,2013,property-crime,TX,14,67
15,TX0050200,2013,property-crime,TX,0,3
16,TX0060000,2013,property-crime,TX,2,35
17,TX0070000,2013,property-crime,TX,21,377
18,TX0070100,2013,property-crime,TX,41,176
19,TX0070200,2013,property-crime,TX,63,543
0,TX0010000,2014,property-crime,TX,104,376
1,TX0010100,2014,property-crime,TX,100,765
2,TX0010300,2014,property-crime,TX,9,62
3,TX0020000,2014,property-crime,TX,21,111
4,TX0020100,2014,property-crime,TX,37,310
5,TX0030000,2014,property-crime,TX,49,691
6,TX0030100,2014,property-crime,TX,44,99
7,TX0030200,2014,property-crime,TX,20,63
8,TX0030400,2014,property-crime,TX,650,2016
9,TX0031300,2014,property-crime,TX,6,124
10,TX0040000,2014,property-crime,TX,29,384
11,TX0040100,2014,property-crime,TX,148,444
12,TX0040200,2014,property-crime,TX,91,537
13,TX0041000,2014,property-crime,TX,9,60
14,TX0050000,2014,property-crime,TX,20,50
15,TX0060000,2014,property-crime,TX,2,13
16,TX0070100,2014,property-crime,TX,30,118
17,TX0070200,2014,property-crime,TX,90,562
18,TX0070300,2014,property-crime,TX,25,138
19,TX0070400,2014,property-crime,TX,4,4
0,TX0010000,2015,property-crime,TX,112,386
1,TX0010100,2015,property-crime,TX,168,713
2,TX0010300,2015,property-crime,TX,5,47
3,TX0020000,2015,property-crime,TX,13,100
4,TX0020100,2015,property-crime,TX,33,324
5,TX0030000,2015,property-crime,TX,116,546
6,TX0030100,2015,property-crime,TX,22,77
7,TX0030200,2015,property-crime,TX,24,46
8,TX0030400,2015,property-crime,TX,476,1697
9,TX0031300,2015,property-crime,TX,3,72
10,TX0040000,2015,property-crime,TX,116,290
11,TX0040100,2015,property-crime,TX,126,420
12,TX0040200,2015,property-crime,TX,193,674
13,TX0041000,2015,property-crime,TX,3,20
14,TX0050000,2015,property-crime,TX,11,55
15,TX0060000,2015,property-crime,TX,0,24
16,TX0070000,2015,property-crime,TX,51,553
17,TX0070100,2015,property-crime,TX,27,165
18,TX0070200,2015,property-crime,TX,73,634
19,TX0070300,2015,property-crime,TX,32,144
0,TX0010000,2016,property-crime,TX,98,330
1,TX0010100,2016,property-crime,TX,49,471
2,TX0010300,2016,property-crime,TX,9,37
3,TX0020000,2016,property-crime,TX,13,116
4,TX0020100,2016,property-crime,TX,24,284
5,TX0030000,2016,property-crime,TX,121,539
6,TX0030100,2016,property-crime,TX,10,47
7,TX0030200,2016,property-crime,TX,16,44
8,TX0030400,2016,property-crime,TX,487,1542
9,TX0031300,2016,property-crime,TX,0,23
10,TX0040000,2016,property-crime,TX,58,314
11,TX0040100,2016,property-crime,TX,136,469
12,TX0040200,2016,property-crime,TX,151,591
13,TX0041000,2016,property-crime,TX,1,37
14,TX0050000,2016,property-crime,TX,9,43
15,TX0060000,2016,property-crime,TX,0,10
16,TX0070000,2016,property-crime,TX,41,510
17,TX0070100,2016,property-crime,TX,25,174
18,TX0070200,2016,property-crime,TX,42,499
19,TX0070300,2016,property-crime,TX,21,140
0,TX0010000,2017,property-crime,TX,60,399
1,TX0010100,2017,property-crime,TX,38,438
2,TX0010300,2017,property-crime,TX,3,39
3,TX0020000,2017,property-crime,TX,63,92
4,TX0020100,2017,property-crime,TX,26,175
5,TX0030000,2017,property-crime,TX,150,619
6,TX0030100,2017,property-crime,TX,10,61
7,TX0030200,2017,property-crime,TX,16,51
8,TX0030400,2017,property-crime,TX,505,1553
9,TX0031300,2017,property-crime,TX,6,15
10,TX0040000,2017,property-crime,TX,50,306
11,TX0040100,2017,property-crime,TX,124,428
12,TX0040200,2017,property-crime,TX,80,430
13,TX0041000,2017,property-crime,TX,2,30
14,TX0050000,2017,property-crime,TX,2,19
15,TX0060000,2017,property-crime,TX,4,24
16,TX0070000,2017,property-crime,TX,51,441
17,TX0070100,2017,property-crime,TX,13,88
18,TX0070200,2017,property-crime,TX,100,411
19,TX0070300,2017,property-crime,TX,10,112
0,TX0010000,2018,property-crime,TX,42,350
1,TX0010100,2018,property-crime,TX,54,422
2,TX0010300,2018,property-crime,TX,2,18
3,TX0020000,2018,property-crime,TX,64,80
4,TX0020100,2018,property-crime,TX,25,200
5,TX0030000,2018,property-crime,TX,132,492
6,TX0030100,2018,property-crime,TX,10,42
7,TX0030200,2018,property-crime,TX,15,43
8,TX0030400,2018,property-crime,TX,414,1403
9,TX0030600,2018,property-crime,TX,0,3
10,TX0031300,2018,property-crime,TX,1,61
11,TX0040000,2018,property-crime,TX,62,264
12,TX0040100,2018,property-crime,TX,100,443
13,TX0040200,2018,property-crime,TX,71,443
14,TX0041000,2018,property-crime,TX,1,18
15,TX0050100,2018,property-crime,TX,0,11
16,TX0060000,2018,property-crime,TX,1,17
17,TX0070000,2018,property-crime,TX,49,520
18,TX0070100,2018,property-crime,TX,20,93
19,TX0070200,2018,property-crime,TX,90,406
0,TX0010000,2019,property-crime,TX,16,363
1,TX0010100,2019,property-crime,TX,39,449
2,TX0010300,2019,property-crime,TX,5,27
3,TX0020000,2019,property-crime,TX,60,61
4,TX0020100,2019,property-crime,TX,27,219
5,TX0030000,2019,property-crime,TX,111,567
6,TX0030100,2019,property-crime,TX,7,50
7,TX0030200,2019,property-crime,TX,1,26
8,TX0030400,2019,property-crime,TX,385,1558
9,TX0030600,2019,property-crime,TX,2,4
10,TX0031300,2019,property-crime,TX,14,66
11,TX0040000,2019,property-crime,TX,86,240
12,TX0040100,2019,property-crime,TX,72,328
13,TX0040200,2019,property-crime,TX,44,441
14,TX0041000,2019,property-crime,TX,1,34
15,TX0050100,2019,property-crime,TX,0,2
16,TX0060000,2019,property-crime,TX,0,15
17,TX0070000,2019,property-crime,TX,30,468
18,TX0070100,2019,property-crime,TX,20,93
19,TX0070200,2019,property-crime,TX,78,289
0,UT0010000,2010,violent-crime,UT,4,4
1,UT0020000,2010,violent-crime,UT,1,10
2,UT0020100,2010,violent-crime,UT,22,37
3,UT0020200,2010,violent-crime,UT,9,9
4,UT0021200,2010,violent-crime,UT,0,5
5,UT0030000,2010,violent-crime,UT,22,21
6,UT0030100,2010,violent-crime,UT,12,22
7,UT0031000,2010,violent-crime,UT,10,19
8,UT0031400,2010,violent-crime,UT,2,5
9,UT0031600,2010,violent-crime,UT,1,2
10,UT0032000,2010,violent-crime,UT,1,1
11,UT0040000,2010,violent-crime,UT,4,6
12,UT0040100,2010,violent-crime,UT,11,22
13,UT0040300,2010,violent-crime,UT,0,1
14,UT0040700,2010,violent-crime,UT,1,4
15,UT0041300,2010,violent-crime,UT,0,0
16,UT0050000,2010,violent-crime,UT,0,0
17,UT0060000,2010,violent-crime,UT,15,21
18,UT0060100,2010,violent-crime,UT,10,61
19,UT0060200,2010,violent-crime,UT,31,41
0,UT0010000,2011,violent-crime,UT,4,4
1,UT0020000,2011,violent-crime,UT,2,4
2,UT0020100,2011,violent-crime,UT,13,35
3,UT0020200,2011,violent-crime,UT,5,12
4,UT0020800,2011,violent-crime,UT,1,1
5,UT0021200,2011,violent-crime,UT,2,2
6,UT0030000,2011,violent-crime,UT,16,21
7,UT0030100,2011,violent-crime,UT,26,26
8,UT0031000,2011,violent-crime,UT,5,8
9,UT0031400,2011,violent-crime,UT,1,1
10,UT0031600,2011,violent-crime,UT,1,1
11,UT0032000,2011,violent-crime,UT,0,0
12,UT0040000,2011,violent-crime,UT,5,8
13,UT0040100,2011,violent-crime,UT,17,24
14,UT0040300,2011,violent-crime,UT,1,1
15,UT0040700,2011,violent-crime,UT,1,1
16,UT0041300,2011,violent-crime,UT,0,2
17,UT0050000,2011,violent-crime,UT,0,0
18,UT0060000,2011,violent-crime,UT,10,17
19,UT0060100,2011,violent-crime,UT,5,41
0,UT0010000,2012,violent-crime,UT,11,11
1,UT0020000,2012,violent-crime,UT,3,7
2,UT0020100,2012,violent-crime,UT,26,56
3,UT0020200,2012,violent-crime,UT,8,17
4,UT0020800,2012,violent-crime,UT,1,1
5,UT0021200,2012,violent-crime,UT,9,12
6,UT0030000,2012,violent-crime,UT,12,13
7,UT0030100,2012,violent-crime,UT,22,32
8,UT0031000,2012,violent-crime,UT,5,11
9,UT0031400,2012,violent-crime,UT,1,3
10,UT0031600,2012,violent-crime,UT,0,0
11,UT0032000,2012,violent-crime,UT,0,0
12,UT0040000,2012,violent-crime,UT,7,11
13,UT0040100,2012,violent-crime,UT,15,23
14,UT0040300,2012,violent-crime,UT,0,8
15,UT0040700,2012,violent-crime,UT,1,1
16,UT0040900,2012,violent-crime,UT,8,18
17,UT0041300,2012,violent-crime,UT,0,1
18,UT0050000,2012,violent-crime,UT,0,0
19,UT0060000,2012,violent-crime,UT,11,16
0,UT0010000,2013,violent-crime,UT,6,6
1,UT0020000,2013,violent-crime,UT,0,1
2,UT0020100,2013,violent-crime,UT,13,58
3,UT0020200,2013,violent-crime,UT,15,30
4,UT0020800,2013,violent-crime,UT,1,2
5,UT0021200,2013,violent-crime,UT,9,13
6,UT0030000,2013,violent-crime,UT,24,20
7,UT0030100,2013,violent-crime,UT,23,36
8,UT0031000,2013,violent-crime,UT,4,1
9,UT0031400,2013,violent-crime,UT,5,7
10,UT0031600,2013,violent-crime,UT,0,1
11,UT0032000,2013,violent-crime,UT,0,0
12,UT0040000,2013,violent-crime,UT,9,15
13,UT0040100,2013,violent-crime,UT,18,31
14,UT0040300,2013,violent-crime,UT,2,4
15,UT0040900,2013,violent-crime,UT,1,1
16,UT0041300,2013,violent-crime,UT,0,0
17,UT0050000,2013,violent-crime,UT,0,0
18,UT0060000,2013,violent-crime,UT,8,14
19,UT0060100,2013,violent-crime,UT,17,65
0,UT0010000,2014,violent-crime,UT,0,3
1,UT0020000,2014,violent-crime,UT,3,6
2,UT0020100,2014,violent-crime,UT,7,27
3,UT0020200,2014,violent-crime,UT,7,16
4,UT0020800,2014,violent-crime,UT,0,1
5,UT0021200,2014,violent-crime,UT,4,4
6,UT0030000,2014,violent-crime,UT,10,17
7,UT0030100,2014,violent-crime,UT,18,35
8,UT0031000,2014,violent-crime,UT,5,7
9,UT0031400,2014,violent-crime,UT,4,4
10,UT0031600,2014,violent-crime,UT,3,4
11,UT0040000,2014,violent-crime,UT,4,9
12,UT0040100,2014,violent-crime,UT,7,15
13,UT0040300,2014,violent-crime,UT,0,0
14,UT0040900,2014,violent-crime,UT,0,0
15,UT0041300,2014,violent-crime,UT,0,0
16,UT0050000,2014,violent-crime,UT,0,1
17,UT0060000,2014,violent-crime,UT,5,14
18,UT0060100,2014,violent-crime,UT,6,39
19,UT0060200,2014,violent-crime,UT,27,39
0,UT0010000,2015,violent-crime,UT,1,3
1,UT0020000,2015,violent-crime,UT,1,12
2,UT0020100,2015,violent-crime,UT,9,32
3,UT0020200,2015,violent-crime,UT,3,11
4,UT0020500,2015,violent-crime,UT,1,3
5,UT0020800,2015,violent-crime,UT,0,2
6,UT0021200,2015,violent-crime,UT,0,2
7,UT0030000,2015,violent-crime,UT,19,20
8,UT0030100,2015,violent-crime,UT,30,51
9,UT0031000,2015,violent-crime,UT,6,6
10,UT0031400,2015,violent-crime,UT,1,3
11,UT0031600,2015,violent-crime,UT,0,0
12,UT0032000,2015,violent-crime,UT,0,0
13,UT0040000,2015,violent-crime,UT,3,7
14,UT0040100,2015,violent-crime,UT,3,11
15,UT0040300,2015,violent-crime,UT,0,0
16,UT0040900,2015,violent-crime,UT,2,2
17,UT0041300,2015,violent-crime,UT,0,0
18,UT0050000,2015,violent-crime,UT,0,1
19,UT0060000,2015,violent-crime,UT,8,12
0,UT0010000,2016,violent-crime,UT,0,1
1,UT0020000,2016,violent-crime,UT,3,18
2,UT0020100,2016,violent-crime,UT,12,38
3,UT0020200,2016,violent-crime,UT,2,10
4,UT0020500,2016,violent-crime,UT,0,0
5,UT0020800,2016,violent-crime,UT,0,2
6,UT0021200,2016,violent-crime,UT,3,6
7,UT0030000,2016,violent-crime,UT,13,17
8,UT0030100,2016,violent-crime,UT,34,52
9,UT0031000,2016,violent-crime,UT,3,6
10,UT0031400,2016,violent-crime,UT,2,7
11,UT0031600,2016,violent-crime,UT,0,4
12,UT0032000,2016,violent-crime,UT,0,0
13,UT0040000,2016,violent-crime,UT,0,11
14,UT0040100,2016,violent-crime,UT,4,10
15,UT0040300,2016,violent-crime,UT,1,1
16,UT0040900,2016,violent-crime,UT,2,3
17,UT0041300,2016,violent-crime,UT,0,1
18,UT0060000,2016,violent-crime,UT,11,20
19,UT0060100,2016,violent-crime,UT,14,47
0,UT0010000,2017,violent-crime,UT,2,4
1,UT0020000,2017,violent-crime,UT,4,13
2,UT0020100,2017,violent-crime,UT,9,28
3,UT0020200,2017,violent-crime,UT,5,14
4,UT0020500,2017,violent-crime,UT,2,5
5,UT0020800,2017,violent-crime,UT,1,1
6,UT0021200,2017,violent-crime,UT,3,2
7,UT0030000,2017,violent-crime,UT,26,28
8,UT0030100,2017,violent-crime,UT,45,71
9,UT0031000,2017,violent-crime,UT,8,12
10,UT0031400,2017,violent-crime,UT,2,7
11,UT0031600,2017,violent-crime,UT,0,8
12,UT0032000,2017,violent-crime,UT,1,1
13,UT0040000,2017,violent-crime,UT,8,17
14,UT0040100,2017,violent-crime,UT,9,20
15,UT0040300,2017,violent-crime,UT,5,5
16,UT0040900,2017,violent-crime,UT,1,2
17,UT0041300,2017,violent-crime,UT,0,1
18,UT0050000,2017,violent-crime,UT,0,0
19,UT0060000,2017,violent-crime,UT,18,42
0,UT0010000,2018,violent-crime,UT,0,1
1,UT0020000,2018,violent-crime,UT,3,15
2,UT0020100,2018,violent-crime,UT,11,28
3,UT0020200,2018,violent-crime,UT,6,9
4,UT0020500,2018,violent-crime,UT,1,5
5,UT0020800,2018,violent-crime,UT,4,6
6,UT0021200,2018,violent-crime,UT,3,7
7,UT0030000,2018,violent-crime,UT,25,38
8,UT0030100,2018,violent-crime,UT,48,99
9,UT0031000,2018,violent-crime,UT,9,6
10,UT0031400,2018,violent-crime,UT,0,2
11,UT0031600,2018,violent-crime,UT,1,1
12,UT0032000,2018,violent-crime,UT,0,0
13,UT0040000,2018,violent-crime,UT,1,7
14,UT0040100,2018,violent-crime,UT,31,35
15,UT0040300,2018,violent-crime,UT,4,6
16,UT0041300,2018,violent-crime,UT,1,1
17,UT0050000,2018,violent-crime,UT,0,0
18,UT0060000,2018,violent-crime,UT,21,50
19,UT0060100,2018,violent-crime,UT,20,65
0,UT0010000,2019,violent-crime,UT,2,4
1,UT0020000,2019,violent-crime,UT,4,14
2,UT0020100,2019,violent-crime,UT,15,49
3,UT0020200,2019,violent-crime,UT,8,14
4,UT0020500,2019,violent-crime,UT,0,0
5,UT0020800,2019,violent-crime,UT,0,1
6,UT0021200,2019,violent-crime,UT,2,4
7,UT0030000,2019,violent-crime,UT,25,32
8,UT0030100,2019,violent-crime,UT,83,142
9,UT0031000,2019,violent-crime,UT,6,10
10,UT0031600,2019,violent-crime,UT,2,2
11,UT0032000,2019,violent-crime,UT,0,0
12,UT0040000,2019,violent-crime,UT,4,15
13,UT0040100,2019,violent-crime,UT,12,18
14,UT0040300,2019,violent-crime,UT,4,7
15,UT0041300,2019,violent-crime,UT,0,2
16,UT0050000,2019,violent-crime,UT,0,0
17,UT0060000,2019,violent-crime,UT,30,59
18,UT0060100,2019,violent-crime,UT,31,46
19,UT0060200,2019,violent-crime,UT,47,68
0,UT0010000,2010,property-crime,UT,8,32
1,UT0020000,2010,property-crime,UT,18,184
2,UT0020100,2010,property-crime,UT,113,427
3,UT0020200,2010,property-crime,UT,30,172
4,UT0021200,2010,property-crime,UT,14,62
5,UT0030000,2010,property-crime,UT,213,388
6,UT0030100,2010,property-crime,UT,274,648
7,UT0031000,2010,property-crime,UT,104,230
8,UT0031400,2010,property-crime,UT,4,59
9,UT0031600,2010,property-crime,UT,10,85
10,UT0032000,2010,property-crime,UT,1,5
11,UT0040000,2010,property-crime,UT,20,140
12,UT0040100,2010,property-crime,UT,175,376
13,UT0040300,2010,property-crime,UT,11,64
14,UT0040700,2010,property-crime,UT,4,31
15,UT0041300,2010,property-crime,UT,1,9
16,UT0050000,2010,property-crime,UT,1,19
17,UT0060000,2010,property-crime,UT,21,287
18,UT0060100,2010,property-crime,UT,145,914
19,UT0060200,2010,property-crime,UT,314,847
0,UT0010000,2011,property-crime,UT,15,36
1,UT0020000,2011,property-crime,UT,16,227
2,UT0020100,2011,property-crime,UT,53,589
3,UT0020200,2011,property-crime,UT,20,216
4,UT0020800,2011,property-crime,UT,2,23
5,UT0021200,2011,property-crime,UT,2,60
6,UT0030000,2011,property-crime,UT,259,460
7,UT0030100,2011,property-crime,UT,272,415
8,UT0031000,2011,property-crime,UT,52,161
9,UT0031400,2011,property-crime,UT,7,69
10,UT0031600,2011,property-crime,UT,13,156
11,UT0032000,2011,property-crime,UT,3,5
12,UT0040000,2011,property-crime,UT,23,162
13,UT0040100,2011,property-crime,UT,153,345
14,UT0040300,2011,property-crime,UT,8,39
15,UT0040700,2011,property-crime,UT,5,36
16,UT0041300,2011,property-crime,UT,1,3
17,UT0050000,2011,property-crime,UT,1,18
18,UT0060000,2011,property-crime,UT,19,203
19,UT0060100,2011,property-crime,UT,146,821
0,UT0010000,2012,property-crime,UT,24,37
1,UT0020000,2012,property-crime,UT,19,192
2,UT0020100,2012,property-crime,UT,63,671
3,UT0020200,2012,property-crime,UT,31,180
4,UT0020800,2012,property-crime,UT,1,15
5,UT0021200,2012,property-crime,UT,15,103
6,UT0030000,2012,property-crime,UT,275,409
7,UT0030100,2012,property-crime,UT,325,1051
8,UT0031000,2012,property-crime,UT,104,275
9,UT0031400,2012,property-crime,UT,14,98
10,UT0031600,2012,property-crime,UT,6,97
11,UT0032000,2012,property-crime,UT,2,4
12,UT0040000,2012,property-crime,UT,24,182
13,UT0040100,2012,property-crime,UT,155,406
14,UT0040300,2012,property-crime,UT,6,52
15,UT0040700,2012,property-crime,UT,8,45
16,UT0040900,2012,property-crime,UT,17,139
17,UT0041300,2012,property-crime,UT,0,7
18,UT0050000,2012,property-crime,UT,0,26
19,UT0060000,2012,property-crime,UT,22,208
0,UT0010000,2013,property-crime,UT,11,25
1,UT0020000,2013,property-crime,UT,21,199
2,UT0020100,2013,property-crime,UT,42,639
3,UT0020200,2013,property-crime,UT,23,219
4,UT0020800,2013,property-crime,UT,4,34
5,UT0021200,2013,property-crime,UT,24,84
6,UT0030000,2013,property-crime,UT,178,285
7,UT0030100,2013,property-crime,UT,296,863
8,UT0031000,2013,property-crime,UT,40,189
9,UT0031400,2013,property-crime,UT,6,53
10,UT0031600,2013,property-crime,UT,6,69
11,UT0032000,2013,property-crime,UT,1,4
12,UT0040000,2013,property-crime,UT,39,206
13,UT0040100,2013,property-crime,UT,204,422
14,UT0040300,2013,property-crime,UT,17,71
15,UT0040900,2013,property-crime,UT,5,28
16,UT0041300,2013,property-crime,UT,0,4
17,UT0050000,2013,property-crime,UT,0,14
18,UT0060000,2013,property-crime,UT,14,205
19,UT0060100,2013,property-crime,UT,189,1167
0,UT0010000,2014,property-crime,UT,11,116
1,UT0020000,2014,property-crime,UT,28,236
2,UT0020100,2014,property-crime,UT,63,462
3,UT0020200,2014,property-crime,UT,38,242
4,UT0020800,2014,property-crime,UT,1,30
5,UT0021200,2014,property-crime,UT,29,72
6,UT0030000,2014,property-crime,UT,152,273
7,UT0030100,2014,property-crime,UT,270,784
8,UT0031000,2014,property-crime,UT,114,254
9,UT0031400,2014,property-crime,UT,4,45
10,UT0031600,2014,property-crime,UT,8,84
11,UT0040000,2014,property-crime,UT,34,118
12,UT0040100,2014,property-crime,UT,211,428
13,UT0040300,2014,property-crime,UT,4,49
14,UT0040900,2014,property-crime,UT,10,31
15,UT0041300,2014,property-crime,UT,3,8
16,UT0050000,2014,property-crime,UT,0,8
17,UT0060000,2014,property-crime,UT,23,202
18,UT0060100,2014,property-crime,UT,135,845
19,UT0060200,2014,property-crime,UT,187,647
0,UT0010000,2015,property-crime,UT,7,138
1,UT0020000,2015,property-crime,UT,9,170
2,UT0020100,2015,property-crime,UT,54,433
3,UT0020200,2015,property-crime,UT,10,189
4,UT0020500,2015,property-crime,UT,11,66
5,UT0020800,2015,property-crime,UT,4,22
6,UT0021200,2015,property-crime,UT,37,110
7,UT0030000,2015,property-crime,UT,118,235
8,UT0030100,2015,property-crime,UT,330,905
9,UT0031000,2015,property-crime,UT,134,260
10,UT0031400,2015,property-crime,UT,11,70
11,UT0031600,2015,property-crime,UT,5,53
12,UT0032000,2015,property-crime,UT,2,4
13,UT0040000,2015,property-crime,UT,12,79
14,UT0040100,2015,property-crime,UT,212,400
15,UT0040300,2015,property-crime,UT,2,33
16,UT0040900,2015,property-crime,UT,3,42
17,UT0041300,2015,property-crime,UT,9,47
18,UT0050000,2015,property-crime,UT,0,10
19,UT0060000,2015,property-crime,UT,10,172
0,UT0010000,2016,property-crime,UT,11,119
1,UT0020000,2016,property-crime,UT,4,228
2,UT0020100,2016,property-crime,UT,70,472
3,UT0020200,2016,property-crime,UT,11,186
4,UT0020500,2016,property-crime,UT,3,45
5,UT0020800,2016,property-crime,UT,3,45
6,UT0021200,2016,property-crime,UT,42,118
7,UT0030000,2016,property-crime,UT,127,237
8,UT0030100,2016,property-crime,UT,256,854
9,UT0031000,2016,property-crime,UT,109,210
10,UT0031400,2016,property-crime,UT,4,36
11,UT0031600,2016,property-crime,UT,3,28
12,UT0032000,2016,property-crime,UT,0,1
13,UT0040000,2016,property-crime,UT,13,86
14,UT0040100,2016,property-crime,UT,195,356
15,UT0040300,2016,property-crime,UT,10,36
16,UT0040900,2016,property-crime,UT,3,20
17,UT0041300,2016,property-crime,UT,0,12
18,UT0060000,2016,property-crime,UT,24,238
19,UT0060100,2016,property-crime,UT,116,746
0,UT0010000,2017,property-crime,UT,9,103
1,UT0020000,2017,property-crime,UT,12,191
2,UT0020100,2017,property-crime,UT,65,371
3,UT0020200,2017,property-crime,UT,10,143
4,UT0020500,2017,property-crime,UT,4,39
5,UT0020800,2017,property-crime,UT,2,35
6,UT0021200,2017,property-crime,UT,73,111
7,UT0030000,2017,property-crime,UT,117,217
8,UT0030100,2017,property-crime,UT,237,692
9,UT0031000,2017,property-crime,UT,68,187
10,UT0031400,2017,property-crime,UT,8,35
11,UT0031600,2017,property-crime,UT,1,20
12,UT0032000,2017,property-crime,UT,0,0
13,UT0040000,2017,property-crime,UT,15,103
14,UT0040100,2017,property-crime,UT,240,433
15,UT0040300,2017,property-crime,UT,5,32
16,UT0040900,2017,property-crime,UT,0,5
17,UT0041300,2017,property-crime,UT,0,10
18,UT0050000,2017,property-crime,UT,1,7
19,UT0060000,2017,property-crime,UT,21,209
0,UT0010000,2018,property-crime,UT,3,133
1,UT0020000,2018,property-crime,UT,13,196
2,UT0020100,2018,property-crime,UT,52,362
3,UT0020200,2018,property-crime,UT,23,151
4,UT0020500,2018,property-crime,UT,3,51
5,UT0020800,2018,property-crime,UT,11,35
6,UT0021200,2018,property-crime,UT,23,81
7,UT0030000,2018,property-crime,UT,89,142
8,UT0030100,2018,property-crime,UT,289,858
9,UT0031000,2018,property-crime,UT,93,169
10,UT0031400,2018,property-crime,UT,3,5
11,UT0031600,2018,property-crime,UT,9,45
12,UT0032000,2018,property-crime,UT,2,3
13,UT0040000,2018,property-crime,UT,13,104
14,UT0040100,2018,property-crime,UT,314,488
15,UT0040300,2018,property-crime,UT,9,47
16,UT0041300,2018,property-crime,UT,0,6
17,UT0050000,2018,property-crime,UT,0,3
18,UT0060000,2018,property-crime,UT,29,195
19,UT0060100,2018,property-crime,UT,93,657
0,UT0010000,2019,property-crime,UT,4,68
1,UT0020000,2019,property-crime,UT,15,131
2,UT0020100,2019,property-crime,UT,26,338
3,UT0020200,2019,property-crime,UT,9,140
4,UT0020500,2019,property-crime,UT,0,2
5,UT0020800,2019,property-crime,UT,1,13
6,UT0021200,2019,property-crime,UT,16,60
7,UT0030000,2019,property-crime,UT,135,150
8,UT0030100,2019,property-crime,UT,264,691
9,UT0031000,2019,property-crime,UT,110,207
10,UT0031600,2019,property-crime,UT,4,30
11,UT0032000,2019,property-crime,UT,6,5
12,UT0040000,2019,property-crime,UT,20,93
13,UT0040100,2019,property-crime,UT,136,218
14,UT0040300,2019,property-crime,UT,8,49
15,UT0041300,2019,property-crime,UT,0,8
16,UT0050000,2019,property-crime,UT,0,1
17,UT0060000,2019,property-crime,UT,32,213
18,UT0060100,2019,property-crime,UT,67,447
19,UT0060200,2019,property-crime,UT,78,369
0,VT0010100,2010,violent-crime,VT,2,5
1,VT0010200,2010,violent-crime,VT,11,14
2,VT0010300,2010,violent-crime,VT,0,3
3,VT0020000,2010,violent-crime,VT,2,2
4,VT0020100,2010,violent-crime,VT,43,47
5,VT0020400,2010,violent-crime,VT,2,3
6,VT0020800,2010,violent-crime,VT,0,0
7,VT0030000,2010,violent-crime,VT,0,0
8,VT0030100,2010,violent-crime,VT,8,11
9,VT0030200,2010,violent-crime,VT,0,0
10,VT0030300,2010,violent-crime,VT,12,13
11,VT0040000,2010,violent-crime,VT,0,0
12,VT0040100,2010,violent-crime,VT,76,122
13,VT0040200,2010,violent-crime,VT,8,12
14,VT0040300,2010,violent-crime,VT,11,13
15,VT0040400,2010,violent-crime,VT,16,19
16,VT0040500,2010,violent-crime,VT,25,29
17,VT0040600,2010,violent-crime,VT,4,4
18,VT0040700,2010,violent-crime,VT,4,5
19,VT0040800,2010,violent-crime,VT,3,4
0,VT0010100,2011,violent-crime,VT,0,1
1,VT0010200,2011,violent-crime,VT,5,7
2,VT0010300,2011,violent-crime,VT,0,3
3,VT0020000,2011,violent-crime,VT,0,0
4,VT0020100,2011,violent-crime,VT,20,22
5,VT0020400,2011,violent-crime,VT,3,5
6,VT0020800,2011,violent-crime,VT,0,0
7,VT0030100,2011,violent-crime,VT,6,2
8,VT0030200,2011,violent-crime,VT,0,0
9,VT0030300,2011,violent-crime,VT,6,8
10,VT0040000,2011,violent-crime,VT,0,0
11,VT0040100,2011,violent-crime,VT,92,141
12,VT0040200,2011,violent-crime,VT,10,19
13,VT0040300,2011,violent-crime,VT,12,22
14,VT0040400,2011,violent-crime,VT,22,28
15,VT0040500,2011,violent-crime,VT,23,31
16,VT0040600,2011,violent-crime,VT,16,18
17,VT0040700,2011,violent-crime,VT,3,6
18,VT0040800,2011,violent-crime,VT,1,1
19,VT0041000,2011,violent-crime,VT,4,6
0,VT0010000,2012,violent-crime,VT,0,1
1,VT0010100,2012,violent-crime,VT,0,3
2,VT0010200,2012,violent-crime,VT,3,7
3,VT0010300,2012,violent-crime,VT,0,6
4,VT0020000,2012,violent-crime,VT,1,1
5,VT0020100,2012,violent-crime,VT,24,27
6,VT0020400,2012,violent-crime,VT,7,9
7,VT0020800,2012,violent-crime,VT,0,0
