,ori,data_year,offense,state_abbr,cleared,actual
14,MS0170100,2013,property-crime,MS,674,1455
15,MS0170200,2013,property-crime,MS,169,916
16,MS0170400,2013,property-crime,MS,306,578
17,MS0180100,2013,property-crime,MS,507,2756
18,MS0180200,2013,property-crime,MS,1,109
19,MS0190000,2013,property-crime,MS,12,45
0,MS0010000,2014,property-crime,MS,21,276
1,MS0010100,2014,property-crime,MS,190,1068
2,MS0060100,2014,property-crime,MS,23,131
3,MS0100000,2014,property-crime,MS,12,51
4,MS0100100,2014,property-crime,MS,3,23
5,MS0110000,2014,property-crime,MS,28,130
6,MS0130000,2014,property-crime,MS,0,7
7,MS0130100,2014,property-crime,MS,43,306
8,MS0140300,2014,property-crime,MS,0,7
9,MS0150100,2014,property-crime,MS,16,155
10,MS0170100,2014,property-crime,MS,986,1456
11,MS0170200,2014,property-crime,MS,245,948
12,MS0170400,2014,property-crime,MS,262,541
13,MS0180100,2014,property-crime,MS,451,2760
14,MS0180200,2014,property-crime,MS,21,83
15,MS0200000,2014,property-crime,MS,7,61
16,MS0210000,2014,property-crime,MS,45,45
17,MS0210100,2014,property-crime,MS,12,12
18,MS0220000,2014,property-crime,MS,0,102
19,MS0230000,2014,property-crime,MS,98,586
0,MS0010100,2015,property-crime,MS,282,952
1,MS0100000,2015,property-crime,MS,9,64
2,MS0100100,2015,property-crime,MS,1,23
3,MS0110000,2015,property-crime,MS,31,99
4,MS0130000,2015,property-crime,MS,8,27
5,MS0130100,2015,property-crime,MS,58,306
6,MS0140300,2015,property-crime,MS,0,10
7,MS0150100,2015,property-crime,MS,0,4
8,MS0160100,2015,property-crime,MS,4,42
9,MS0170000,2015,property-crime,MS,115,435
10,MS0170100,2015,property-crime,MS,788,1281
11,MS0170200,2015,property-crime,MS,272,995
12,MS0170300,2015,property-crime,MS,79,227
13,MS0170400,2015,property-crime,MS,294,611
14,MS0180000,2015,property-crime,MS,30,449
15,MS0180100,2015,property-crime,MS,481,3013
16,MS0180200,2015,property-crime,MS,18,48
17,MS0200000,2015,property-crime,MS,0,12
18,MS0210000,2015,property-crime,MS,35,35
19,MS0210100,2015,property-crime,MS,9,9
0,MS0010100,2016,property-crime,MS,123,755
1,MS0100000,2016,property-crime,MS,10,72
2,MS0100100,2016,property-crime,MS,0,21
3,MS0110000,2016,property-crime,MS,16,73
4,MS0130000,2016,property-crime,MS,4,17
5,MS0130100,2016,property-crime,MS,51,315
6,MS0140300,2016,property-crime,MS,0,16
7,MS0170000,2016,property-crime,MS,114,454
8,MS0170100,2016,property-crime,MS,875,1480
9,MS0170200,2016,property-crime,MS,189,932
10,MS0170300,2016,property-crime,MS,0,347
11,MS0170400,2016,property-crime,MS,406,701
12,MS0180000,2016,property-crime,MS,5,148
13,MS0180100,2016,property-crime,MS,299,2752
14,MS0180200,2016,property-crime,MS,10,82
15,MS0210000,2016,property-crime,MS,16,16
16,MS0210100,2016,property-crime,MS,8,8
17,MS0220000,2016,property-crime,MS,67,136
18,MS0230000,2016,property-crime,MS,73,590
19,MS0230300,2016,property-crime,MS,93,298
0,MS0100000,2017,property-crime,MS,9,58
1,MS0100100,2017,property-crime,MS,2,44
2,MS0110000,2017,property-crime,MS,17,101
3,MS0130000,2017,property-crime,MS,10,30
4,MS0130100,2017,property-crime,MS,32,276
5,MS0140300,2017,property-crime,MS,0,17
6,MS0170000,2017,property-crime,MS,79,402
7,MS0170100,2017,property-crime,MS,669,1479
8,MS0170200,2017,property-crime,MS,79,683
9,MS0170300,2017,property-crime,MS,21,232
10,MS0170400,2017,property-crime,MS,309,703
11,MS0180100,2017,property-crime,MS,280,2113
12,MS0180200,2017,property-crime,MS,1,90
13,MS0210100,2017,property-crime,MS,2,2
14,MS0220000,2017,property-crime,MS,0,133
15,MS0230000,2017,property-crime,MS,65,581
16,MS0230200,2017,property-crime,MS,8,43
17,MS0230300,2017,property-crime,MS,0,348
18,MS0240000,2017,property-crime,MS,80,906
19,MS0240100,2017,property-crime,MS,563,2972
0,MS0010100,2018,property-crime,MS,23,130
1,MS0100000,2018,property-crime,MS,7,64
2,MS0100100,2018,property-crime,MS,6,34
3,MS0110000,2018,property-crime,MS,7,75
4,MS0130100,2018,property-crime,MS,22,273
5,MS0140300,2018,property-crime,MS,0,12
6,MS0170000,2018,property-crime,MS,12,345
7,MS0170100,2018,property-crime,MS,290,1633
8,MS0170300,2018,property-crime,MS,14,46
9,MS0170400,2018,property-crime,MS,104,651
10,MS0180100,2018,property-crime,MS,278,2209
11,MS0180200,2018,property-crime,MS,3,59
12,MS0210000,2018,property-crime,MS,41,41
13,MS0210100,2018,property-crime,MS,4,4
14,MS0220000,2018,property-crime,MS,12,130
15,MS0230000,2018,property-crime,MS,74,493
16,MS0230300,2018,property-crime,MS,0,328
17,MS0240000,2018,property-crime,MS,55,873
18,MS0240100,2018,property-crime,MS,546,2608
19,MS0240200,2018,property-crime,MS,714,3673
0,MS0040100,2019,property-crime,MS,12,106
1,MS0060100,2019,property-crime,MS,129,635
2,MS0100000,2019,property-crime,MS,7,57
3,MS0100100,2019,property-crime,MS,0,39
4,MS0110000,2019,property-crime,MS,7,87
5,MS0130100,2019,property-crime,MS,31,292
6,MS0140300,2019,property-crime,MS,0,23
7,MS0170000,2019,property-crime,MS,4,359
8,MS0170100,2019,property-crime,MS,408,1778
9,MS0170200,2019,property-crime,MS,160,893
10,MS0170300,2019,property-crime,MS,62,149
11,MS0170400,2019,property-crime,MS,70,676
12,MS0180100,2019,property-crime,MS,145,2065
13,MS0180200,2019,property-crime,MS,12,61
14,MS0200000,2019,property-crime,MS,19,315
15,MS0210000,2019,property-crime,MS,9,9
16,MS0210100,2019,property-crime,MS,1,1
17,MS0230000,2019,property-crime,MS,70,516
18,MS0230200,2019,property-crime,MS,19,193
19,MS0230300,2019,property-crime,MS,0,20
0,MO0010000,2010,violent-crime,MO,1,22
1,MO0010100,2010,violent-crime,MO,32,90
2,MO0010600,2010,violent-crime,MO,1,2
3,MO0020000,2010,violent-crime,MO,1,3
4,MO0020100,2010,violent-crime,MO,0,0
5,MO0020500,2010,violent-crime,MO,5,6
6,MO0030000,2010,violent-crime,MO,1,1
7,MO0030200,2010,violent-crime,MO,1,1
8,MO0030300,2010,violent-crime,MO,3,8
9,MO0040000,2010,violent-crime,MO,18,20
10,MO0040400,2010,violent-crime,MO,32,34
11,MO0040500,2010,violent-crime,MO,3,4
12,MO0050000,2010,violent-crime,MO,61,69
13,MO0050100,2010,violent-crime,MO,22,26
14,MO0050200,2010,violent-crime,MO,5,8
15,MO0050400,2010,violent-crime,MO,6,6
16,MO0050500,2010,violent-crime,MO,0,1
17,MO0050700,2010,violent-crime,MO,0,0
18,MO0050800,2010,violent-crime,MO,0,0
19,MO0051000,2010,violent-crime,MO,1,1
0,MO0010000,2011,violent-crime,MO,2,17
1,MO0010100,2011,violent-crime,MO,52,119
2,MO0010600,2011,violent-crime,MO,1,1
3,MO0020000,2011,violent-crime,MO,2,2
4,MO0020100,2011,violent-crime,MO,5,6
5,MO0020500,2011,violent-crime,MO,0,0
6,MO0030000,2011,violent-crime,MO,0,0
7,MO0030200,2011,violent-crime,MO,1,1
8,MO0030300,2011,violent-crime,MO,1,1
9,MO0040000,2011,violent-crime,MO,4,5
10,MO0040400,2011,violent-crime,MO,21,27
11,MO0040500,2011,violent-crime,MO,2,4
12,MO0050000,2011,violent-crime,MO,50,79
13,MO0050100,2011,violent-crime,MO,3,4
14,MO0050200,2011,violent-crime,MO,8,13
15,MO0050300,2011,violent-crime,MO,0,0
16,MO0050400,2011,violent-crime,MO,3,3
17,MO0050500,2011,violent-crime,MO,1,1
18,MO0050700,2011,violent-crime,MO,0,0
19,MO0050800,2011,violent-crime,MO,0,1
0,MO0010000,2012,violent-crime,MO,0,3
1,MO0010100,2012,violent-crime,MO,8,50
2,MO0010600,2012,violent-crime,MO,0,2
3,MO0020000,2012,violent-crime,MO,1,5
4,MO0020100,2012,violent-crime,MO,1,2
5,MO0020500,2012,violent-crime,MO,7,7
6,MO0030000,2012,violent-crime,MO,1,1
7,MO0030200,2012,violent-crime,MO,6,7
8,MO0030300,2012,violent-crime,MO,0,0
9,MO0040000,2012,violent-crime,MO,5,4
10,MO0040400,2012,violent-crime,MO,34,38
11,MO0040500,2012,violent-crime,MO,2,3
12,MO0050000,2012,violent-crime,MO,44,54
13,MO0050100,2012,violent-crime,MO,18,20
14,MO0050200,2012,violent-crime,MO,16,21
15,MO0050400,2012,violent-crime,MO,1,1
16,MO0050500,2012,violent-crime,MO,4,4
17,MO0050700,2012,violent-crime,MO,0,0
18,MO0050800,2012,violent-crime,MO,0,0
19,MO0051000,2012,violent-crime,MO,0,0
0,MO0010000,2013,violent-crime,MO,0,12
1,MO0010100,2013,violent-crime,MO,2,43
2,MO0010600,2013,violent-crime,MO,1,1
3,MO0020000,2013,violent-crime,MO,11,14
4,MO0020100,2013,violent-crime,MO,3,3
5,MO0020500,2013,violent-crime,MO,3,3
6,MO0030000,2013,violent-crime,MO,0,0
7,MO0030200,2013,violent-crime,MO,0,0
8,MO0030300,2013,violent-crime,MO,0,0
9,MO0040000,2013,violent-crime,MO,4,5
10,MO0040400,2013,violent-crime,MO,41,45
11,MO0040500,2013,violent-crime,MO,23,15
12,MO0050000,2013,violent-crime,MO,44,74
13,MO0050100,2013,violent-crime,MO,8,12
14,MO0050200,2013,violent-crime,MO,10,11
15,MO0050300,2013,violent-crime,MO,1,1
16,MO0050400,2013,violent-crime,MO,3,3
17,MO0050700,2013,violent-crime,MO,0,0
18,MO0050800,2013,violent-crime,MO,0,0
19,MO0051000,2013,violent-crime,MO,0,0
0,MO0010000,2014,violent-crime,MO,0,6
1,MO0010100,2014,violent-crime,MO,29,66
2,MO0010600,2014,violent-crime,MO,1,3
3,MO0020000,2014,violent-crime,MO,12,18
4,MO0020100,2014,violent-crime,MO,1,2
5,MO0020500,2014,violent-crime,MO,5,5
6,MO0030000,2014,violent-crime,MO,0,0
7,MO0030200,2014,violent-crime,MO,3,4
8,MO0030300,2014,violent-crime,MO,2,3
9,MO0040000,2014,violent-crime,MO,19,19
10,MO0040200,2014,violent-crime,MO,0,0
11,MO0040300,2014,violent-crime,MO,0,0
12,MO0040400,2014,violent-crime,MO,21,22
13,MO0040500,2014,violent-crime,MO,9,11
14,MO0050000,2014,violent-crime,MO,32,74
15,MO0050100,2014,violent-crime,MO,10,11
16,MO0050200,2014,violent-crime,MO,13,18
17,MO0050300,2014,violent-crime,MO,1,1
18,MO0050400,2014,violent-crime,MO,2,2
19,MO0050500,2014,violent-crime,MO,0,0
0,MO0010000,2015,violent-crime,MO,1,9
1,MO0010100,2015,violent-crime,MO,13,52
2,MO0010600,2015,violent-crime,MO,0,0
3,MO0020000,2015,violent-crime,MO,7,13
4,MO0020100,2015,violent-crime,MO,2,3
5,MO0020500,2015,violent-crime,MO,3,3
6,MO0030000,2015,violent-crime,MO,0,1
7,MO0030200,2015,violent-crime,MO,1,1
8,MO0030300,2015,violent-crime,MO,1,1
9,MO0040000,2015,violent-crime,MO,13,13
10,MO0040200,2015,violent-crime,MO,1,0
11,MO0040400,2015,violent-crime,MO,20,29
12,MO0040500,2015,violent-crime,MO,3,4
13,MO0050000,2015,violent-crime,MO,37,65
14,MO0050100,2015,violent-crime,MO,20,23
15,MO0050200,2015,violent-crime,MO,10,16
16,MO0050300,2015,violent-crime,MO,0,0
17,MO0050400,2015,violent-crime,MO,5,5
18,MO0050500,2015,violent-crime,MO,0,3
19,MO0050700,2015,violent-crime,MO,1,1
0,MO0010000,2016,violent-crime,MO,1,8
1,MO0010100,2016,violent-crime,MO,13,41
2,MO0010600,2016,violent-crime,MO,0,2
3,MO0020000,2016,violent-crime,MO,12,33
4,MO0020100,2016,violent-crime,MO,3,3
5,MO0020500,2016,violent-crime,MO,2,3
6,MO0030000,2016,violent-crime,MO,0,1
7,MO0030200,2016,violent-crime,MO,2,2
8,MO0030300,2016,violent-crime,MO,1,1
9,MO0040000,2016,violent-crime,MO,22,22
10,MO0040200,2016,violent-crime,MO,2,2
11,MO0040400,2016,violent-crime,MO,6,9
12,MO0040500,2016,violent-crime,MO,8,10
13,MO0050000,2016,violent-crime,MO,29,40
14,MO0050100,2016,violent-crime,MO,14,16
15,MO0050200,2016,violent-crime,MO,8,20
16,MO0050300,2016,violent-crime,MO,0,0
17,MO0050400,2016,violent-crime,MO,4,4
18,MO0050500,2016,violent-crime,MO,0,2
19,MO0050700,2016,violent-crime,MO,0,0
0,MO0010000,2017,violent-crime,MO,2,10
1,MO0010100,2017,violent-crime,MO,19,44
2,MO0010600,2017,violent-crime,MO,1,1
3,MO0020000,2017,violent-crime,MO,3,13
4,MO0020100,2017,violent-crime,MO,4,4
5,MO0020500,2017,violent-crime,MO,2,2
6,MO0030000,2017,violent-crime,MO,0,5
7,MO0030200,2017,violent-crime,MO,5,5
8,MO0030300,2017,violent-crime,MO,0,1
9,MO0040000,2017,violent-crime,MO,10,17
10,MO0040200,2017,violent-crime,MO,2,2
11,MO0040400,2017,violent-crime,MO,10,15
12,MO0040500,2017,violent-crime,MO,5,7
13,MO0050000,2017,violent-crime,MO,28,38
14,MO0050100,2017,violent-crime,MO,10,18
15,MO0050200,2017,violent-crime,MO,6,16
16,MO0050300,2017,violent-crime,MO,1,1
17,MO0050400,2017,violent-crime,MO,2,3
18,MO0050500,2017,violent-crime,MO,0,1
19,MO0060000,2017,violent-crime,MO,4,26
0,MO0010000,2018,violent-crime,MO,4,23
1,MO0010100,2018,violent-crime,MO,43,44
2,MO0010600,2018,violent-crime,MO,0,1
3,MO0020000,2018,violent-crime,MO,0,7
4,MO0020100,2018,violent-crime,MO,5,6
5,MO0020500,2018,violent-crime,MO,1,3
6,MO0030000,2018,violent-crime,MO,3,3
7,MO0030200,2018,violent-crime,MO,3,3
8,MO0030300,2018,violent-crime,MO,0,0
9,MO0040000,2018,violent-crime,MO,10,14
10,MO0040100,2018,violent-crime,MO,0,0
11,MO0040200,2018,violent-crime,MO,0,0
12,MO0040300,2018,violent-crime,MO,0,0
13,MO0040400,2018,violent-crime,MO,11,14
14,MO0040500,2018,violent-crime,MO,7,7
15,MO0050000,2018,violent-crime,MO,26,38
16,MO0050100,2018,violent-crime,MO,20,20
17,MO0050200,2018,violent-crime,MO,14,29
18,MO0050300,2018,violent-crime,MO,0,0
19,MO0050400,2018,violent-crime,MO,4,4
0,MO0010000,2019,violent-crime,MO,0,5
1,MO0010100,2019,violent-crime,MO,82,86
2,MO0010600,2019,violent-crime,MO,1,2
3,MO0020000,2019,violent-crime,MO,0,1
4,MO0020100,2019,violent-crime,MO,1,1
5,MO0020500,2019,violent-crime,MO,1,1
6,MO0030000,2019,violent-crime,MO,1,1
7,MO0030200,2019,violent-crime,MO,3,3
8,MO0030300,2019,violent-crime,MO,0,0
9,MO0040000,2019,violent-crime,MO,18,20
10,MO0040100,2019,violent-crime,MO,0,0
11,MO0040200,2019,violent-crime,MO,0,0
12,MO0040300,2019,violent-crime,MO,0,0
13,MO0040400,2019,violent-crime,MO,8,9
14,MO0040500,2019,violent-crime,MO,1,1
15,MO0050000,2019,violent-crime,MO,13,23
16,MO0050100,2019,violent-crime,MO,7,15
17,MO0050200,2019,violent-crime,MO,14,24
18,MO0050300,2019,violent-crime,MO,0,0
19,MO0050400,2019,violent-crime,MO,3,4
0,MO0010000,2010,property-crime,MO,8,130
1,MO0010100,2010,property-crime,MO,82,527
2,MO0010600,2010,property-crime,MO,9,69
3,MO0020000,2010,property-crime,MO,14,94
4,MO0020100,2010,property-crime,MO,15,56
5,MO0020500,2010,property-crime,MO,4,15
6,MO0030000,2010,property-crime,MO,13,23
7,MO0030200,2010,property-crime,MO,1,1
8,MO0030300,2010,property-crime,MO,9,24
9,MO0040000,2010,property-crime,MO,32,117
10,MO0040400,2010,property-crime,MO,96,210
11,MO0040500,2010,property-crime,MO,19,85
12,MO0050000,2010,property-crime,MO,42,434
13,MO0050100,2010,property-crime,MO,53,230
14,MO0050200,2010,property-crime,MO,88,310
15,MO0050400,2010,property-crime,MO,8,22
16,MO0050500,2010,property-crime,MO,8,16
17,MO0050700,2010,property-crime,MO,0,0
18,MO0050800,2010,property-crime,MO,1,7
19,MO0051000,2010,property-crime,MO,0,8
0,MO0010000,2011,property-crime,MO,2,159
1,MO0010100,2011,property-crime,MO,73,577
2,MO0010600,2011,property-crime,MO,10,59
3,MO0020000,2011,property-crime,MO,20,74
4,MO0020100,2011,property-crime,MO,18,60
5,MO0020500,2011,property-crime,MO,4,14
6,MO0030000,2011,property-crime,MO,3,11
7,MO0030200,2011,property-crime,MO,2,3
8,MO0030300,2011,property-crime,MO,7,15
9,MO0040000,2011,property-crime,MO,59,151
10,MO0040400,2011,property-crime,MO,119,270
11,MO0040500,2011,property-crime,MO,3,54
12,MO0050000,2011,property-crime,MO,44,434
13,MO0050100,2011,property-crime,MO,69,222
14,MO0050200,2011,property-crime,MO,126,387
15,MO0050300,2011,property-crime,MO,0,0
16,MO0050400,2011,property-crime,MO,6,28
17,MO0050500,2011,property-crime,MO,5,17
18,MO0050700,2011,property-crime,MO,1,2
19,MO0050800,2011,property-crime,MO,1,4
0,MO0010000,2012,property-crime,MO,3,144
1,MO0010100,2012,property-crime,MO,9,507
2,MO0010600,2012,property-crime,MO,0,50
3,MO0020000,2012,property-crime,MO,7,92
4,MO0020100,2012,property-crime,MO,12,42
5,MO0020500,2012,property-crime,MO,8,20
6,MO0030000,2012,property-crime,MO,4,13
7,MO0030200,2012,property-crime,MO,5,16
8,MO0030300,2012,property-crime,MO,9,20
9,MO0040000,2012,property-crime,MO,42,125
10,MO0040400,2012,property-crime,MO,149,296
11,MO0040500,2012,property-crime,MO,15,62
12,MO0050000,2012,property-crime,MO,89,488
13,MO0050100,2012,property-crime,MO,151,342
14,MO0050200,2012,property-crime,MO,129,479
15,MO0050400,2012,property-crime,MO,6,29
16,MO0050500,2012,property-crime,MO,8,15
17,MO0050700,2012,property-crime,MO,3,3
18,MO0050800,2012,property-crime,MO,7,8
19,MO0051000,2012,property-crime,MO,2,5
0,MO0010000,2013,property-crime,MO,3,171
1,MO0010100,2013,property-crime,MO,15,504
2,MO0010600,2013,property-crime,MO,0,65
3,MO0020000,2013,property-crime,MO,46,132
4,MO0020100,2013,property-crime,MO,9,43
5,MO0020500,2013,property-crime,MO,5,19
6,MO0030000,2013,property-crime,MO,3,5
7,MO0030200,2013,property-crime,MO,6,9
8,MO0030300,2013,property-crime,MO,3,19
9,MO0040000,2013,property-crime,MO,44,160
10,MO0040400,2013,property-crime,MO,132,400
11,MO0040500,2013,property-crime,MO,33,88
12,MO0050000,2013,property-crime,MO,21,460
13,MO0050100,2013,property-crime,MO,127,259
14,MO0050200,2013,property-crime,MO,161,462
15,MO0050300,2013,property-crime,MO,4,8
16,MO0050400,2013,property-crime,MO,6,23
17,MO0050700,2013,property-crime,MO,1,3
18,MO0050800,2013,property-crime,MO,4,4
19,MO0051000,2013,property-crime,MO,4,4
0,MO0010000,2014,property-crime,MO,3,122
1,MO0010100,2014,property-crime,MO,65,515
2,MO0010600,2014,property-crime,MO,10,60
3,MO0020000,2014,property-crime,MO,33,176
4,MO0020100,2014,property-crime,MO,9,49
5,MO0020500,2014,property-crime,MO,5,18
6,MO0030000,2014,property-crime,MO,0,6
7,MO0030200,2014,property-crime,MO,5,11
8,MO0030300,2014,property-crime,MO,11,17
9,MO0040000,2014,property-crime,MO,34,112
10,MO0040200,2014,property-crime,MO,3,5
11,MO0040300,2014,property-crime,MO,0,0
12,MO0040400,2014,property-crime,MO,183,374
13,MO0040500,2014,property-crime,MO,19,88
14,MO0050000,2014,property-crime,MO,30,353
15,MO0050100,2014,property-crime,MO,104,221
16,MO0050200,2014,property-crime,MO,105,337
17,MO0050300,2014,property-crime,MO,3,7
18,MO0050400,2014,property-crime,MO,10,24
19,MO0050500,2014,property-crime,MO,0,11
0,MO0010000,2015,property-crime,MO,22,105
1,MO0010100,2015,property-crime,MO,52,384
2,MO0010600,2015,property-crime,MO,1,39
3,MO0020000,2015,property-crime,MO,6,113
4,MO0020100,2015,property-crime,MO,8,42
5,MO0020500,2015,property-crime,MO,0,16
6,MO0030000,2015,property-crime,MO,1,5
7,MO0030200,2015,property-crime,MO,3,7
8,MO0030300,2015,property-crime,MO,7,11
9,MO0040000,2015,property-crime,MO,48,106
10,MO0040200,2015,property-crime,MO,4,4
11,MO0040400,2015,property-crime,MO,117,343
12,MO0040500,2015,property-crime,MO,8,44
13,MO0050000,2015,property-crime,MO,39,398
14,MO0050100,2015,property-crime,MO,85,214
15,MO0050200,2015,property-crime,MO,107,286
16,MO0050300,2015,property-crime,MO,0,0
17,MO0050400,2015,property-crime,MO,8,25
18,MO0050500,2015,property-crime,MO,0,23
19,MO0050700,2015,property-crime,MO,2,2
0,MO0010000,2016,property-crime,MO,5,116
1,MO0010100,2016,property-crime,MO,51,572
2,MO0010600,2016,property-crime,MO,1,51
3,MO0020000,2016,property-crime,MO,3,107
4,MO0020100,2016,property-crime,MO,8,38
5,MO0020500,2016,property-crime,MO,6,20
6,MO0030000,2016,property-crime,MO,0,8
7,MO0030200,2016,property-crime,MO,2,6
8,MO0030300,2016,property-crime,MO,8,13
9,MO0040000,2016,property-crime,MO,30,76
10,MO0040200,2016,property-crime,MO,8,8
11,MO0040400,2016,property-crime,MO,111,368
12,MO0040500,2016,property-crime,MO,17,36
13,MO0050000,2016,property-crime,MO,43,345
14,MO0050100,2016,property-crime,MO,76,189
15,MO0050200,2016,property-crime,MO,87,300
16,MO0050300,2016,property-crime,MO,8,9
17,MO0050400,2016,property-crime,MO,8,21
18,MO0050500,2016,property-crime,MO,0,31
19,MO0050700,2016,property-crime,MO,0,0
0,MO0010000,2017,property-crime,MO,0,87
1,MO0010100,2017,property-crime,MO,67,577
2,MO0010600,2017,property-crime,MO,1,41
3,MO0020000,2017,property-crime,MO,6,82
4,MO0020100,2017,property-crime,MO,10,59
5,MO0020500,2017,property-crime,MO,9,34
6,MO0030000,2017,property-crime,MO,0,10
7,MO0030200,2017,property-crime,MO,2,7
8,MO0030300,2017,property-crime,MO,2,8
9,MO0040000,2017,property-crime,MO,24,112
10,MO0040200,2017,property-crime,MO,3,3
11,MO0040400,2017,property-crime,MO,104,298
12,MO0040500,2017,property-crime,MO,3,28
13,MO0050000,2017,property-crime,MO,41,398
14,MO0050100,2017,property-crime,MO,149,263
15,MO0050200,2017,property-crime,MO,53,330
16,MO0050300,2017,property-crime,MO,5,8
17,MO0050400,2017,property-crime,MO,5,36
18,MO0050500,2017,property-crime,MO,1,43
19,MO0060000,2017,property-crime,MO,4,82
0,MO0010000,2018,property-crime,MO,2,118
1,MO0010100,2018,property-crime,MO,188,507
2,MO0010600,2018,property-crime,MO,3,42
3,MO0020000,2018,property-crime,MO,4,94
4,MO0020100,2018,property-crime,MO,25,57
5,MO0020500,2018,property-crime,MO,1,29
6,MO0030000,2018,property-crime,MO,2,8
7,MO0030200,2018,property-crime,MO,12,15
8,MO0030300,2018,property-crime,MO,5,8
9,MO0040000,2018,property-crime,MO,20,86
10,MO0040100,2018,property-crime,MO,0,0
11,MO0040200,2018,property-crime,MO,7,7
12,MO0040300,2018,property-crime,MO,0,0
13,MO0040400,2018,property-crime,MO,75,289
14,MO0040500,2018,property-crime,MO,6,34
15,MO0050000,2018,property-crime,MO,23,403
16,MO0050100,2018,property-crime,MO,120,257
17,MO0050200,2018,property-crime,MO,72,274
18,MO0050300,2018,property-crime,MO,0,3
19,MO0050400,2018,property-crime,MO,10,30
0,MO0010000,2019,property-crime,MO,0,97
1,MO0010100,2019,property-crime,MO,210,622
2,MO0010600,2019,property-crime,MO,6,49
3,MO0020000,2019,property-crime,MO,3,41
4,MO0020100,2019,property-crime,MO,9,43
5,MO0020500,2019,property-crime,MO,4,25
6,MO0030000,2019,property-crime,MO,1,2
7,MO0030200,2019,property-crime,MO,6,9
